app,inventory_row,inventory_receipt,reported_area,reported_effect,evidence_status,test_data_plan
candidate-mobile,MOB-FO-30,docs/parity/ui-journeys/candidate-mobile.md:155,"`password`, all logins",**Two-step login is not implemented**: `setAccessToken` stores whatever token comes back and ignores `token_status`/`total_attempt`; `/auth/login-two-step` and `toggle-two-step-auth` are never called,INVENTORY-ONLY unless explicitly reverified in README; no draft claim promoted to fact,synthetic scenario with fresh server authorization; replace PII/objects; no cached-token or provider-state import
candidate-mobile,MOB-FO-31,docs/parity/ui-journeys/candidate-mobile.md:156,"`register`, `forgot-password`, `verify-email`",reCAPTCHA v3 executed with site key `6Lei9R4pAAAAAEJYoXxoIvP2Uu0oq8iXkCVfmy6V`; token posted as `token`/header,INVENTORY-ONLY unless explicitly reverified in README; no draft claim promoted to fact,synthetic scenario with fresh server authorization; replace PII/objects; no cached-token or provider-state import
candidate-mobile,MOB-FO-32,docs/parity/ui-journeys/candidate-mobile.md:157,any URL `?auth_key=`,"Impersonation ""login by key"" accepted from a query string and exchanged for a full session",INVENTORY-ONLY unless explicitly reverified in README; no draft claim promoted to fact,synthetic scenario with fresh server authorization; replace PII/objects; no cached-token or provider-state import
candidate-mobile,MOB-FO-33,docs/parity/ui-journeys/candidate-mobile.md:158,`id-card` (dead code),"Client-side scraping of the Kuwaiti MOCI portal (`eapp.moci.gov.kw/eapp/WebPages/signup.aspx`) with a hard-coded ASP.NET `__VIEWSTATE`, parsing the returned HTML for `#ContentPlaceHolder1_txtName` and saving it as `name_ar`. Defined but no caller (`getNameByCivilId` only declared)",INVENTORY-ONLY unless explicitly reverified in README; no draft claim promoted to fact,synthetic scenario with fresh server authorization; replace PII/objects; no cached-token or provider-state import
candidate-mobile,MOB-FO-34,docs/parity/ui-journeys/candidate-mobile.md:159,APP_INITIALIZER,"`GET /aws/config` fetched **before login, without a bearer token**, and the returned static `key`/`secret`/`bucket`/`region` are loaded into `aws-sdk`; every upload is `ACL: public-read` with a client-chosen key `<name>-<Date.now()>.<ext>`",INVENTORY-ONLY unless explicitly reverified in README; no draft claim promoted to fact,synthetic scenario with fresh server authorization; replace PII/objects; no cached-token or provider-state import
candidate-mobile,MOB-FO-35,docs/parity/ui-journeys/candidate-mobile.md:160,bundle-wide,"Client-held keys/ids: Google Maps+Places browser key `AIzaSyBSM8…` (env + `index.html:45`), reCAPTCHA site key, Mixpanel project tokens (prod `bfe2ac…`, dev `ac62db…`), Sentry DSN, Hotjar id 4968508, GTM `GTM-5ZHJ48KV`, GA `G-Q2JP5Y7ZNF`, OneSignal app ids (prod `265d4bf5…`, dev `fe766231…`), Auth0 client ids, Google OAuth client id, Cloudinary cloud `studenthub`, S3 bucket URLs; Segment write key present but commented",INVENTORY-ONLY unless explicitly reverified in README; no draft claim promoted to fact,synthetic scenario with fresh server authorization; replace PII/objects; no cached-token or provider-state import
candidate-mobile,MOB-FO-36,docs/parity/ui-journeys/candidate-mobile.md:161,analytics,"Mixpanel `identify(id)` + `people.set({name,email})`, page views and `page_exit` timing on every screen; Hotjar session recording and GTM/GA loaded in `index.html` for the web build; `channel: ""Candidate Web App""` even on native",INVENTORY-ONLY unless explicitly reverified in README; no draft claim promoted to fact,synthetic scenario with fresh server authorization; replace PII/objects; no cached-token or provider-state import
candidate-mobile,MOB-FO-37,docs/parity/ui-journeys/candidate-mobile.md:162,local persistence,"Preferences keys: `loggedInUser` (bearer token + **full candidate profile incl. civil ID number, IBAN, phone, coordinates, S3 keys**), `language_pref`, `utm_uuid` (also `localStorage`), `oneSignal`, `oneSignalStatus`, `unVerifiedToken` (a real session token for an unverified account), `appleUserDetail`, `currentLocation`; `ionic-cache` with prefix `__payroll_candidate_cache`; `Storage.clear()` on logout re-saves `utm_uuid`",INVENTORY-ONLY unless explicitly reverified in README; no draft claim promoted to fact,synthetic scenario with fresh server authorization; replace PII/objects; no cached-token or provider-state import
candidate-mobile,MOB-FO-38,docs/parity/ui-journeys/candidate-mobile.md:163,web build only,"Angular service worker with an `api` asset group `freshness`, `maxAge 0`, timeout 21 s; app shell prefetched; update banner via `SwUpdate`",INVENTORY-ONLY unless explicitly reverified in README; no draft claim promoted to fact,synthetic scenario with fresh server authorization; replace PII/objects; no cached-token or provider-state import
candidate-mobile,MOB-FO-39,docs/parity/ui-journeys/candidate-mobile.md:164,offline,"No queue and no offline write path: on `status 0/504` or `!navigator.onLine` the request observable completes empty, an alert shows and the app navigates to `/no-internet`; retries only happen while online",INVENTORY-ONLY unless explicitly reverified in README; no draft claim promoted to fact,synthetic scenario with fresh server authorization; replace PII/objects; no cached-token or provider-state import
candidate-mobile,MOB-FO-40,docs/parity/ui-journeys/candidate-mobile.md:165,timers,"Elapsed-time display computes `now − start_time` on the **device clock**, forcing `GMT+03:00` on the server timestamp; only the display is affected (server writes both timestamps)",INVENTORY-ONLY unless explicitly reverified in README; no draft claim promoted to fact,synthetic scenario with fresh server authorization; replace PII/objects; no cached-token or provider-state import
candidate-mobile,MOB-FO-41,docs/parity/ui-journeys/candidate-mobile.md:166,deep links,`appUrlOpen`: anything after the first `.co` in an opened URL is passed to `router.navigateByUrl` (e.g. `https://student.studenthub.co/x` → `/x`); Auth0 callbacks detected by `state=`+`code=,INVENTORY-ONLY unless explicitly reverified in README; no draft claim promoted to fact,synthetic scenario with fresh server authorization; replace PII/objects; no cached-token or provider-state import
candidate-mobile,MOB-FO-42,docs/parity/ui-journeys/candidate-mobile.md:167,"`update-email`, `update-password/:token`",Routes without `AuthService` guard; `update-email` calls an authenticated endpoint,INVENTORY-ONLY unless explicitly reverified in README; no draft claim promoted to fact,synthetic scenario with fresh server authorization; replace PII/objects; no cached-token or provider-state import
candidate-mobile,MOB-FO-43,docs/parity/ui-journeys/candidate-mobile.md:168,`wallet-balance`,Screen for a wallet the finance inventory marks DISCARD (integration disabled 2025-11-30); dashboard card always visible,INVENTORY-ONLY unless explicitly reverified in README; no draft claim promoted to fact,synthetic scenario with fresh server authorization; replace PII/objects; no cached-token or provider-state import
candidate-mobile,MOB-FO-44,docs/parity/ui-journeys/candidate-mobile.md:169,`candidate-assignment`,"Shows contract amount/rates to the candidate (`expand=contract,contract.amount`)",INVENTORY-ONLY unless explicitly reverified in README; no draft claim promoted to fact,synthetic scenario with fresh server authorization; replace PII/objects; no cached-token or provider-state import
candidate-mobile,MOB-FO-45,docs/parity/ui-journeys/candidate-mobile.md:170,`university`,Candidate can create arbitrary universities by name,INVENTORY-ONLY unless explicitly reverified in README; no draft claim promoted to fact,synthetic scenario with fresh server authorization; replace PII/objects; no cached-token or provider-state import
candidate-mobile,MOB-FO-46,docs/parity/ui-journeys/candidate-mobile.md:171,repo,"Signing material and CI credentials committed: release keystore (+password in README), `private_key.pepk`, Google Play service-account JSON, `google-services.json`",INVENTORY-ONLY unless explicitly reverified in README; no draft claim promoted to fact,synthetic scenario with fresh server authorization; replace PII/objects; no cached-token or provider-state import
candidate-web,CAND-FO-01,docs/parity/ui-journeys/candidate-web.md:142,"`/jobs`, `/jobs/:id` (RC-F1)","**No client-side eligibility filtering either.** The job card and detail page merely *display* `gender`, `available_from/to`, `hours_per_day`; `min_age`/`max_age` are in the model but never rendered or filtered. Ineligible jobs are visible and applicable.",INVENTORY-ONLY unless explicitly reverified in README; no draft claim promoted to fact,synthetic scenario with fresh server authorization; replace PII/objects; no cached-token or provider-state import
candidate-web,CAND-FO-02,docs/parity/ui-journeys/candidate-web.md:143,`/jobs/:id` apply modal (RC-F2),"Duplicate-apply guard is UI-only: ""Show Interest"" hidden when `job.jobInterest` is set; ""No Longer Available""/""Closed""/""Draft"" badges are labels, the button still renders for a closed job.",INVENTORY-ONLY unless explicitly reverified in README; no draft claim promoted to fact,synthetic scenario with fresh server authorization; replace PII/objects; no cached-token or provider-state import
candidate-web,CAND-FO-03,docs/parity/ui-journeys/candidate-web.md:144,`/request/:id` apply,"""Apply"" hidden when `request.candidateApplication` exists.",INVENTORY-ONLY unless explicitly reverified in README; no draft claim promoted to fact,synthetic scenario with fresh server authorization; replace PII/objects; no cached-token or provider-state import
candidate-web,CAND-FO-04,docs/parity/ui-journeys/candidate-web.md:145,`/jobs/:id`,`seen_at` timestamp is generated on the client at page open and posted with the application.,INVENTORY-ONLY unless explicitly reverified in README; no draft claim promoted to fact,synthetic scenario with fresh server authorization; replace PII/objects; no cached-token or provider-state import
candidate-web,CAND-FO-05,docs/parity/ui-journeys/candidate-web.md:146,"Apply modal, feedback modal, appeal modal",Required free-text `reason`/`notes` (min 1 char) enforced by zod / RHF `required`.,INVENTORY-ONLY unless explicitly reverified in README; no draft claim promoted to fact,synthetic scenario with fresh server authorization; replace PII/objects; no cached-token or provider-state import
candidate-web,CAND-FO-06,docs/parity/ui-journeys/candidate-web.md:147,`/invitation/:id` (state machine),"Client decides which transitions are offered: Accept/Reject only if `request_status ∈ {started, re_work, finished_by_recruitment}` and `invitation_status===1`; ""You didn't apply""/""rejected""/""applied"" variants for `delivered`/`cancelled`. The target status (2 reject / 3 accept) is chosen client-side and mapped to two endpoints.",INVENTORY-ONLY unless explicitly reverified in README; no draft claim promoted to fact,synthetic scenario with fresh server authorization; replace PII/objects; no cached-token or provider-state import
candidate-web,CAND-FO-07,docs/parity/ui-journeys/candidate-web.md:148,`/invitation` list card,"Status copy (""New Job Invitation!"", ""shortlisted by Client"" when `suggestion.suggestion_status`, etc.) derived on the client from `request_status` × `invitation_status` × `suggestion`.",INVENTORY-ONLY unless explicitly reverified in README; no draft claim promoted to fact,synthetic scenario with fresh server authorization; replace PII/objects; no cached-token or provider-state import
candidate-web,CAND-FO-08,docs/parity/ui-journeys/candidate-web.md:149,"`/invitation/:id`, `/request/:id`, `/interview`, company popover","`request_job_description`, `request_compensation`, `note_text`, `interview_note`, `company_description_*` rendered with `dangerouslySetInnerHTML` (18 sites total).",INVENTORY-ONLY unless explicitly reverified in README; no draft claim promoted to fact,synthetic scenario with fresh server authorization; replace PII/objects; no cached-token or provider-state import
candidate-web,CAND-FO-09,docs/parity/ui-journeys/candidate-web.md:150,`/work-log/track-work` clock in/out (WK-03/04),"Geolocation is *required by the UI*: if `Geolocation.getCurrentPosition()` fails, nothing is sent (silent no-op, no error). Home's `WorkingCounter` uses `navigator.geolocation` with `timeout:5000, maximumAge:1200, enableHighAccuracy:false` and shows ""Location permission required"". No geofence/distance check anywhere on the client.",INVENTORY-ONLY unless explicitly reverified in README; no draft claim promoted to fact,synthetic scenario with fresh server authorization; replace PII/objects; no cached-token or provider-state import
candidate-web,CAND-FO-10,docs/parity/ui-journeys/candidate-web.md:151,Clock-out (WK-F1),Client sends only the stop coordinates; it has no way to preserve the start location.,INVENTORY-ONLY unless explicitly reverified in README; no draft claim promoted to fact,synthetic scenario with fresh server authorization; replace PII/objects; no cached-token or provider-state import
candidate-web,CAND-FO-11,docs/parity/ui-journeys/candidate-web.md:152,Clock-in/out time source,"Timer shows elapsed time from `start_time` interpreted as `GMT+03:00` (Kuwait) regardless of device zone; ""current time"" header uses device clock. No skew handling.",INVENTORY-ONLY unless explicitly reverified in README; no draft claim promoted to fact,synthetic scenario with fresh server authorization; replace PII/objects; no cached-token or provider-state import
candidate-web,CAND-FO-12,docs/parity/ui-journeys/candidate-web.md:153,"Manual log modal (`/work-log/track-work` → ""Manual Logging"")","Zod: `start_time`, `end_time`, `note` required; `date` ≤ today. The `start < end` refine is **commented out**; date is sent as `toISOString()` (UTC) so a local-midnight date can shift to the previous day for UTC+3 users. Submit button is not disabled on invalid form (`todo`).",INVENTORY-ONLY unless explicitly reverified in README; no draft claim promoted to fact,synthetic scenario with fresh server authorization; replace PII/objects; no cached-token or provider-state import
candidate-web,CAND-FO-13,docs/parity/ui-journeys/candidate-web.md:154,Session/appeal state machine (WK-11),"Client offers ""Submit an Appeal"" only for `status===2` (rejected) sessions with no existing appeal; status labels 0/1/2 (pending/approved/rejected) and appeal 10/1/2/3 (submitted/awaiting/in-progress/resolved) are hard-coded.",INVENTORY-ONLY unless explicitly reverified in README; no draft claim promoted to fact,synthetic scenario with fresh server authorization; replace PII/objects; no cached-token or provider-state import
candidate-web,CAND-FO-14,docs/parity/ui-journeys/candidate-web.md:155,`/interview` (RC-F6),UI renders only `interview.interview_note`; `internal_note` is never displayed — but it is in the TypeScript model and **is present in the API payload**.,INVENTORY-ONLY unless explicitly reverified in README; no draft claim promoted to fact,synthetic scenario with fresh server authorization; replace PII/objects; no cached-token or provider-state import
candidate-web,CAND-FO-15,docs/parity/ui-journeys/candidate-web.md:156,"`/home`, `/profile` (profile completeness)","Client has its own completeness algorithm (`getNextRouteToCompleteProfile`) that decides the next onboarding step: requires `candidate_intro`, `candidate_preferred_time`; does **not** require civil photos, civil expiry, `candidate_mom_kuwaiti`, `candidate_uid`. Home also has a dead legacy `pendingField` switch (unreachable after the early `router.push`).",INVENTORY-ONLY unless explicitly reverified in README; no draft claim promoted to fact,synthetic scenario with fresh server authorization; replace PII/objects; no cached-token or provider-state import
candidate-web,CAND-FO-16,docs/parity/ui-journeys/candidate-web.md:157,`/name`,"Zod: both names required, max 200, must contain ≥2 space-separated parts; duplicated imperative check on submit. Names on sign-up are held in Redux and posted with `/auth/register`.",INVENTORY-ONLY unless explicitly reverified in README; no draft claim promoted to fact,synthetic scenario with fresh server authorization; replace PII/objects; no cached-token or provider-state import
candidate-web,CAND-FO-17,docs/parity/ui-journeys/candidate-web.md:158,`/dob`,Zod: age 16–25 computed on the device; date sent as ISO UTC string.,INVENTORY-ONLY unless explicitly reverified in README; no draft claim promoted to fact,synthetic scenario with fresh server authorization; replace PII/objects; no cached-token or provider-state import
candidate-web,CAND-FO-18,docs/parity/ui-journeys/candidate-web.md:159,`/civil-id` (PD-24/25),"Zod: front+back photo keys required, civil id min 1 char, expiry ≥ today and ≤ +10 years. **Civil ID photos are displayed from the public permanent bucket URL** (`VITE_PERMANENT_BUCKET_URL + 'photos/' + key`). Uploading a new photo clears id/expiry client-side (server does the same).",INVENTORY-ONLY unless explicitly reverified in README; no draft claim promoted to fact,synthetic scenario with fresh server authorization; replace PII/objects; no cached-token or provider-state import
candidate-web,CAND-FO-19,docs/parity/ui-journeys/candidate-web.md:160,"`/personal-photo`, `/video`, `/civil-id` uploads (OP-05, SHU-134)","Client fetches `GET /aws/config` → `{region,key,secret,bucket}` and instantiates an S3 client **with a static access key + secret in the browser**; uploads with `ACL: public-read` to a bucket name hard-coded in Redux initial state (`studenthub-public-anyone-can-upload-24hr-expiry`); also does `HeadObject` on the *permanent* bucket with the same credentials. Personal photo: `.dng` and >10 MB rejected client-side; video ≤30 s client-side; no size/type check for civil ID or resume.",INVENTORY-ONLY unless explicitly reverified in README; no draft claim promoted to fact,synthetic scenario with fresh server authorization; replace PII/objects; no cached-token or provider-state import
candidate-web,CAND-FO-20,docs/parity/ui-journeys/candidate-web.md:161,`/bank` (PD-27),Zod: beneficiary name and IBAN min 1; client strips a `.` from the name and trims. No IBAN format check.,INVENTORY-ONLY unless explicitly reverified in README; no draft claim promoted to fact,synthetic scenario with fresh server authorization; replace PII/objects; no cached-token or provider-state import
candidate-web,CAND-FO-21,docs/parity/ui-journeys/candidate-web.md:162,`/change-password`,Zod min 1 for both fields.,INVENTORY-ONLY unless explicitly reverified in README; no draft claim promoted to fact,synthetic scenario with fresh server authorization; replace PII/objects; no cached-token or provider-state import
candidate-web,CAND-FO-22,docs/parity/ui-journeys/candidate-web.md:163,"`/login`, `/login-two-step`, `/forgot-password`, `/email`, `/verify-email` (reCAPTCHA)",reCAPTCHA v3 executed client-side with a hard-coded site key and the token sent as a header/body param.,INVENTORY-ONLY unless explicitly reverified in README; no draft claim promoted to fact,synthetic scenario with fresh server authorization; replace PII/objects; no cached-token or provider-state import
candidate-web,CAND-FO-23,docs/parity/ui-journeys/candidate-web.md:164,`/login`,Login attempt counter (>2 failures changes the alert copy) lives in component state.,INVENTORY-ONLY unless explicitly reverified in README; no draft claim promoted to fact,synthetic scenario with fresh server authorization; replace PII/objects; no cached-token or provider-state import
candidate-web,CAND-FO-24,docs/parity/ui-journeys/candidate-web.md:165,`/login` two-step,Client decides to route to OTP when `res.token_status == 0`; the inactive token is placed in the URL.,INVENTORY-ONLY unless explicitly reverified in README; no draft claim promoted to fact,synthetic scenario with fresh server authorization; replace PII/objects; no cached-token or provider-state import
candidate-web,CAND-FO-25,docs/parity/ui-journeys/candidate-web.md:166,`PrivateRoute` guard,Auth gate = `state.auth.isAuthenticated` boolean read from localStorage; no token expiry/validity check until an API call returns 401.,INVENTORY-ONLY unless explicitly reverified in README; no draft claim promoted to fact,synthetic scenario with fresh server authorization; replace PII/objects; no cached-token or provider-state import
candidate-web,CAND-FO-26,docs/parity/ui-journeys/candidate-web.md:167,Whole app (token storage),"Bearer token, unverified token, and the **entire candidate profile** (IBAN, civil id number, civil photo keys, phone, birth date, coordinates, `enable_two_step_auth`) are persisted in `localStorage['state']` and survive tab/browser restarts; `logout` reducer nulls the token but the profile object remains in storage until overwritten.",INVENTORY-ONLY unless explicitly reverified in README; no draft claim promoted to fact,synthetic scenario with fresh server authorization; replace PII/objects; no cached-token or provider-state import
candidate-web,CAND-FO-27,docs/parity/ui-journeys/candidate-web.md:168,"`/profile` ⋮ menu, `AccountStatus`, `JobSearchStatus` (PD-14)","""I don't want a job anymore"" shown only when `!user.store && candidate_job_search_status != 0`; toggles 0↔1 optimistically.",INVENTORY-ONLY unless explicitly reverified in README; no draft claim promoted to fact,synthetic scenario with fresh server authorization; replace PII/objects; no cached-token or provider-state import
candidate-web,CAND-FO-28,docs/parity/ui-journeys/candidate-web.md:169,"Navigation ""Track"" tab, home Track button",Shown only when `user.store_id` (client-side assignment check).,INVENTORY-ONLY unless explicitly reverified in README; no draft claim promoted to fact,synthetic scenario with fresh server authorization; replace PII/objects; no cached-token or provider-state import
candidate-web,CAND-FO-29,docs/parity/ui-journeys/candidate-web.md:170,"`/wallet`, `/payments` (FI-12, FI-18)","Debit/credit derived from sign of `amount`; currency label hard-coded `KWD`; `Balance` header ignored; salary hours×rate rendered from server fields, no client arithmetic.",INVENTORY-ONLY unless explicitly reverified in README; no draft claim promoted to fact,synthetic scenario with fresh server authorization; replace PII/objects; no cached-token or provider-state import
candidate-web,CAND-FO-30,docs/parity/ui-journeys/candidate-web.md:171,`/profile` → Delete Profile (PD-29),"Ionic confirm alert, then `DELETE /account/remove-candidate-profile`; **no password re-entry** even though `validatePassword` exists in the service layer; local logout afterwards.",INVENTORY-ONLY unless explicitly reverified in README; no draft claim promoted to fact,synthetic scenario with fresh server authorization; replace PII/objects; no cached-token or provider-state import
candidate-web,CAND-FO-31,docs/parity/ui-journeys/candidate-web.md:172,`/profile` ⋮ menu two-step toggle,Single click toggles 2FA with no confirmation or password.,INVENTORY-ONLY unless explicitly reverified in README; no draft claim promoted to fact,synthetic scenario with fresh server authorization; replace PII/objects; no cached-token or provider-state import
candidate-web,CAND-FO-32,docs/parity/ui-journeys/candidate-web.md:173,`DashLayout` / `init.ts` polling,"`GET /chats/unread-count` every **3 s** for every logged-in tab (comment says ""every minute""); `GET /invitations?count=1` every 30 s; video status every 3 s while unprocessed; `/no-internet` checks every 1 s. Unread-count `operation=='error'` triggers a full logout.",INVENTORY-ONLY unless explicitly reverified in README; no draft claim promoted to fact,synthetic scenario with fresh server authorization; replace PII/objects; no cached-token or provider-state import
candidate-web,CAND-FO-33,docs/parity/ui-journeys/candidate-web.md:174,`/change-password`,"**Wrong endpoint**: the form posts `{oldPassword,newPassword}` to `POST /account/update-profile-url` (`updateProfileUrl`), which sets `profile_url` to `null` (body key `url` absent) and returns success → navigates to `/profile`. The password is never changed and the profile URL is wiped.",INVENTORY-ONLY unless explicitly reverified in README; no draft claim promoted to fact,synthetic scenario with fresh server authorization; replace PII/objects; no cached-token or provider-state import
candidate-web,CAND-FO-34,docs/parity/ui-journeys/candidate-web.md:175,`/request/:id`,Apply handler destructures `{ data }` from a body that is already unwrapped → `TypeError`; the request-apply journey is unusable from this screen (and the screen is unreachable from navigation).,INVENTORY-ONLY unless explicitly reverified in README; no draft claim promoted to fact,synthetic scenario with fresh server authorization; replace PII/objects; no cached-token or provider-state import
candidate-web,CAND-FO-35,docs/parity/ui-journeys/candidate-web.md:176,"`/interview/:id`, `/discounts/:id`, `/contact`, `/complete`, `/personal-info-complete`, `/education-complete`","Screens with no backend route behind them: two are literal stubs (""Page"", ""Discounts Page""), four are static interstitials. `AccountStatus` pushes `/company/{id}`, a route that does not exist (falls to `/home`).",INVENTORY-ONLY unless explicitly reverified in README; no draft claim promoted to fact,synthetic scenario with fresh server authorization; replace PII/objects; no cached-token or provider-state import
candidate-web,CAND-FO-36,docs/parity/ui-journeys/candidate-web.md:177,Language toggle / i18n,"Language is stored only in Redux/localStorage and sent as a `Language` header; `POST /account/language-pref` is never called, so `candidate_language_pref` (used by server mail/SMS) drifts from the UI. Default language is Arabic (`initialState.language = ""ar""`); `<html dir>` flipped client-side. `en/translation.json` has 56 keys vs 822 in `ar`; of 542 `t()` keys used, 42 have no Arabic entry (English shown in the Arabic UI), and 505 have no English entry (falls back to the key text, which is English).",INVENTORY-ONLY unless explicitly reverified in README; no draft claim promoted to fact,synthetic scenario with fresh server authorization; replace PII/objects; no cached-token or provider-state import
candidate-web,CAND-FO-37,docs/parity/ui-journeys/candidate-web.md:178,Bundle config / keys,"Hard-coded or env-baked client keys: reCAPTCHA site key `6Lei9R4pAAAAAEJYoXxoIvP2Uu0oq8iXkCVfmy6V` (7 sites), Google OAuth client id `123188361193-od1e…` (`capacitor.config.ts:10`, `hero.tsx:100`), `VITE_GOOGLE_API_KEY=AIzaSyBSM8…` (baked into every `.env.*` but **unused in `src/`** — grep 0 hits; map lookups go through the backend `/google-map/*`), Mixpanel project tokens (prod `bfe2ac5e…`, dev `ac62dbe8…`), OneSignal app ids + Safari web id, Sentry DSN, GA `G-Q2JP5Y7ZNF`, GTM `GTM-5ZHJ48KV`, Hotjar `4968508`, Cloudinary base, S3 bucket names. **No Algolia key** in this app (grep 0). AWS temp credentials are fetched at runtime (CAND-FO-19).",INVENTORY-ONLY unless explicitly reverified in README; no draft claim promoted to fact,synthetic scenario with fresh server authorization; replace PII/objects; no cached-token or provider-state import
candidate-web,CAND-FO-38,docs/parity/ui-journeys/candidate-web.md:179,Repository hygiene (secrets committed),"The repo commits: Android release keystore `android-release.keystore`, Play upload key `private_key.pepk`, Google service-account JSON with private key `fastlane/fastlane-studenthub-842a2f5e1519.json` (`service-fastlane@fastlane-studenthub.iam.gserviceaccount.com`), an unencrypted TLS private key `ssl/private-key.pem` + `ssl/certificate.pem` + `ssl/test_cert.pfx`, a Sentry auth token in `.sentryclirc`, and a Redis dump `dump.rdb`. `.gitignore` does not exclude any of them.",INVENTORY-ONLY unless explicitly reverified in README; no draft claim promoted to fact,synthetic scenario with fresh server authorization; replace PII/objects; no cached-token or provider-state import
candidate-web,CAND-FO-39,docs/parity/ui-journeys/candidate-web.md:180,Analytics fan-out from the client,"Mixpanel `identify` with candidate id/name/email on login; OneSignal tags `candidate_id`, `name`, `email`; every page view to Mixpanel + gtag; Sentry session replay 10 % / 100 % on error, `tracesSampleRate: 1.0`; Hotjar recording. UTM parameters forwarded to Mixpanel and to `PATCH /campaigns/click/{utm_id}`.",INVENTORY-ONLY unless explicitly reverified in README; no draft claim promoted to fact,synthetic scenario with fresh server authorization; replace PII/objects; no cached-token or provider-state import
candidate-web,CAND-FO-40,docs/parity/ui-journeys/candidate-web.md:181,Offline / retry / persistence,"No request queue, no retry, no service-worker API caching (PWA `autoUpdate` precaches static assets only, `vite.config.ts:62-65`). Offline detection = axios network error → `/no-internet` page; on reconnect pushes `/` (state of an in-flight clock-in/out is lost). Timer relies on device clock vs server-stamped `start_time` (GMT+3 assumed). Pull-to-refresh handlers exist but are wired to nothing.",INVENTORY-ONLY unless explicitly reverified in README; no draft claim promoted to fact,synthetic scenario with fresh server authorization; replace PII/objects; no cached-token or provider-state import
candidate-web,CAND-FO-41,docs/parity/ui-journeys/candidate-web.md:182,Chat read state / ordering,Client merges `messages` + `new-messages` and sorts by `message_index`; marks the whole chat read on view and on each new message from the other side.,INVENTORY-ONLY unless explicitly reverified in README; no draft claim promoted to fact,synthetic scenario with fresh server authorization; replace PII/objects; no cached-token or provider-state import
candidate-web,CAND-FO-42,docs/parity/ui-journeys/candidate-web.md:183,Activity feed,Notification types 0–11 mapped to eleven React components; text comes pre-rendered from the server. `markAllRead` blanks the list then re-renders after 10 ms.,INVENTORY-ONLY unless explicitly reverified in README; no draft claim promoted to fact,synthetic scenario with fresh server authorization; replace PII/objects; no cached-token or provider-state import
candidate-web,CAND-FO-43,docs/parity/ui-journeys/candidate-web.md:184,`/profile` work vs. current assignments,"Client splits work history into ""current"" (`end_date == null`) and past; ""now"" label if no end date.",INVENTORY-ONLY unless explicitly reverified in README; no draft claim promoted to fact,synthetic scenario with fresh server authorization; replace PII/objects; no cached-token or provider-state import
candidate-web,CAND-FO-44,docs/parity/ui-journeys/candidate-web.md:185,"`/educations`, `/experience`","Rich zod schema: `education_type` enum (`standard`,`custom_university`,`studying_abroad`,`not_studying`), conditional university/degree/major/custom fields, graduation year rules; experience years 1900..current, employer/experience required.",INVENTORY-ONLY unless explicitly reverified in README; no draft claim promoted to fact,synthetic scenario with fresh server authorization; replace PII/objects; no cached-token or provider-state import
candidate-web,CAND-FO-45,docs/parity/ui-journeys/candidate-web.md:186,`/nationality`,"Defaults nationality to Kuwait (`country_id=84`) and ""mother is Kuwaiti""=1 before the user chooses.",INVENTORY-ONLY unless explicitly reverified in README; no draft claim promoted to fact,synthetic scenario with fresh server authorization; replace PII/objects; no cached-token or provider-state import
candidate-web,CAND-FO-46,docs/parity/ui-journeys/candidate-web.md:187,Sign-up flow `/name` → `/email`,Account is created only at `/email` (`POST /auth/register` with names from Redux + password + `utm_uuid`); every later onboarding page is a public `<Route>` that works only because it calls `profile()` with whatever token is in localStorage.,INVENTORY-ONLY unless explicitly reverified in README; no draft claim promoted to fact,synthetic scenario with fresh server authorization; replace PII/objects; no cached-token or provider-state import
candidate-web,CAND-FO-47,docs/parity/ui-journeys/candidate-web.md:188,Impersonation landing,`/landing?auth_key=XXXX` exchanges a 4-char key for a full session (`POST /auth/login-by-key`) and stores it like a normal login; no UI indication that the session is impersonated.,INVENTORY-ONLY unless explicitly reverified in README; no draft claim promoted to fact,synthetic scenario with fresh server authorization; replace PII/objects; no cached-token or provider-state import
candidate-web,CAND-FO-48,docs/parity/ui-journeys/candidate-web.md:189,Capacitor/mobile paths,"Only two native plugins are used at runtime: `@capacitor/geolocation` (track-work, area) and `@codetrix-studio/capacitor-google-auth` (landing). `@capacitor/filesystem` PDF save path is commented out (`AxiosService.ts:134-140`, `utils/common.ts:170-187`) so certificate PDFs use `file-saver` (may not work in a WebView). Cordova `config.xml` (`io.ionic.starter`, `<access origin=""*""/>`) is a stale artefact alongside Capacitor. Sentry uses `@sentry/capacitor`.",INVENTORY-ONLY unless explicitly reverified in README; no draft claim promoted to fact,synthetic scenario with fresh server authorization; replace PII/objects; no cached-token or provider-state import
employer,EMP-FO-01,docs/parity/ui-journeys/employer.md:109,`/login`,"reCAPTCHA v3 executed in browser and sent as `g-recaptcha-response`; login attempts counter (>2 → ""contact us"" alert)",INVENTORY-ONLY unless explicitly reverified in README; no draft claim promoted to fact,synthetic scenario with fresh server authorization; replace PII/objects; no cached-token or provider-state import
